external_id,name,group_name,subgroup_name,category_name,serving_qty,serving_unit,calories_kcal,protein_g,carbs_g,fat_g,source_url
1119,"Cereales para el desayuno, ricos en fibra, tipo ""all-bran""",Cereales y tuberculos,,Cereales y derivados,100,g,266.04,14.0,45.6,2.7,https://www.bedca.net/bdpub/index.php
2667,"Cereales, en polvo, solubles (eko)",Cereales y tuberculos,,Cereales y derivados,100,g,391.33,5.7,89.7,0.42,https://www.bedca.net/bdpub/index.php
2220,Cereza,Frutas,,Frutas y derivados,100,g,62.52,0.8,13.5,0.5,https://www.bedca.net/bdpub/index.php
2437,Cerveza con alcohol,Cereales y tuberculos,,Bebidas (no lácteas),100,g,42.16,0.5,3.12,0.0,https://www.bedca.net/bdpub/index.php
2438,Cerveza sin alcohol,Cereales y tuberculos,,Bebidas (no lácteas),100,g,25.75,0.38,5.4,0.0,https://www.bedca.net/bdpub/index.php
2439,"Cerveza, baja en alcohol",Cereales y tuberculos,,Bebidas (no lácteas),100,g,33.6,0.2,2.1,0.0,https://www.bedca.net/bdpub/index.php
2384,Champiñon,Verduras,,"Verduras, hortalizas y derivados",100,g,26.22,1.8,4.0,0.3,https://www.bedca.net/bdpub/index.php
2385,Champiñones en conserva,Verduras,,"Verduras, hortalizas y derivados",100,g,13.85,2.25,0.07,0.5,https://www.bedca.net/bdpub/index.php
2221,"Chayote, crudo",Frutas,,Frutas y derivados,100,g,22.81,0.82,4.51,0.13,https://www.bedca.net/bdpub/index.php
2649,"Chicle, sin azúcar",Azucares y dulces,,"Azúcar, chocolate y derivados",100,g,2.65,0.0,0.0,0.3,https://www.bedca.net/bdpub/index.php
793,"Chile, rojo",Cereales y tuberculos,,Miscelánea,100,g,33.6,1.0,6.4,0.4,https://www.bedca.net/bdpub/index.php
794,"Chile, verde",Cereales y tuberculos,,Miscelánea,100,g,16.47,0.8,2.6,0.3,https://www.bedca.net/bdpub/index.php
2329,Chipiron,Proteinas de origen animal,,"Pescados, moluscos, reptiles, crustáceos y derivados",100,g,81.25,16.25,0.7,1.4,https://www.bedca.net/bdpub/index.php
2222,Chirimoya,Frutas,,Frutas y derivados,100,g,87.09,1.0,20.0,0.2,https://www.bedca.net/bdpub/index.php
2330,Chirla,Proteinas de origen animal,,"Pescados, moluscos, reptiles, crustáceos y derivados",100,g,47.0,10.7,0.0,0.5,https://www.bedca.net/bdpub/index.php
2262,Chistorra,Cereales y tuberculos,,Cárnicos y derivados,100,g,512.4,15.3,0.9,50.5,https://www.bedca.net/bdpub/index.php
2650,Chocolate blanco,Azucares y dulces,,"Azúcar, chocolate y derivados",100,g,544.67,8.0,58.8,30.9,https://www.bedca.net/bdpub/index.php
2651,Chocolate con leche,Leche y lacteos,,"Azúcar, chocolate y derivados",100,g,535.71,9.19,54.1,31.5,https://www.bedca.net/bdpub/index.php
776,Chocolate con leche y almendras,Leche y lacteos,,"Azúcar, chocolate y derivados",100,g,546.8,8.6,49.8,35.0,https://www.bedca.net/bdpub/index.php
777,Chocolate con leche y arroz,Leche y lacteos,,"Azúcar, chocolate y derivados",100,g,514.56,6.4,63.0,26.3,https://www.bedca.net/bdpub/index.php
778,Chocolate con nueces de macadamia,Azucares y dulces,,"Azúcar, chocolate y derivados",100,g,587.48,7.1,47.6,41.3,https://www.bedca.net/bdpub/index.php
781,"Chocolate negro, con almendras",Azucares y dulces,,"Azúcar, chocolate y derivados",100,g,532.67,8.2,41.5,37.4,https://www.bedca.net/bdpub/index.php
782,"Chocolate negro, con azúcar",Azucares y dulces,,"Azúcar, chocolate y derivados",100,g,529.4,2.0,63.0,30.0,https://www.bedca.net/bdpub/index.php
788,"Chocolate, negro",Azucares y dulces,,"Azúcar, chocolate y derivados",100,g,540.61,4.7,64.8,29.2,https://www.bedca.net/bdpub/index.php
2263,Choped pork,Cereales y tuberculos,,Cárnicos y derivados,100,g,307.84,14.0,3.0,27.0,https://www.bedca.net/bdpub/index.php
2264,Chorizo,Cereales y tuberculos,,Cárnicos y derivados,100,g,321.7,27.0,1.9,23.1,https://www.bedca.net/bdpub/index.php
971,"Chufa, cruda",Legumbres,,"Legumbres, semillas, frutos secos y derivados",100,g,407.69,6.13,42.54,23.74,https://www.bedca.net/bdpub/index.php
2668,Churro,Cereales y tuberculos,,Cereales y derivados,100,g,358.08,4.6,40.0,20.0,https://www.bedca.net/bdpub/index.php
962,"Ciervo, parte s/e, crudo, con grasa separable",Aceites y grasas,,Cárnicos y derivados,100,g,104.35,22.2,0.0,1.6,https://www.bedca.net/bdpub/index.php
2331,Cigala,Proteinas de origen animal,,"Pescados, moluscos, reptiles, crustáceos y derivados",100,g,86.33,17.7,0.5,1.4,https://www.bedca.net/bdpub/index.php
1172,"Ciruela, con piel, cruda",Frutas,,Frutas y derivados,100,g,53.57,0.75,12.0,0.2,https://www.bedca.net/bdpub/index.php
908,"Coco, desecado",Frutas,,Frutas y derivados,100,g,586.04,6.2,11.8,58.0,https://www.bedca.net/bdpub/index.php
909,"Coco, fresco",Frutas,,Frutas y derivados,100,g,371.41,3.3,15.2,33.5,https://www.bedca.net/bdpub/index.php
2386,"Col blanca, cruda",Verduras,,"Verduras, hortalizas y derivados",100,g,35.75,4.3,2.54,0.9,https://www.bedca.net/bdpub/index.php
1180,"Col de bruselas, cruda",Verduras,,"Verduras, hortalizas y derivados",100,g,34.89,4.0,3.5,0.5,https://www.bedca.net/bdpub/index.php
1178,"Col lombarda, hervida",Verduras,,"Verduras, hortalizas y derivados",100,g,17.89,1.0,2.75,0.3,https://www.bedca.net/bdpub/index.php
852,"Col rizada, cruda",Verduras,,"Verduras, hortalizas y derivados",100,g,33.65,3.4,1.4,1.6,https://www.bedca.net/bdpub/index.php
859,"Coliflor, congelada, cruda",Verduras,,"Verduras, hortalizas y derivados",100,g,18.21,2.0,2.1,0.17,https://www.bedca.net/bdpub/index.php
2387,"Coliflor, hervida",Verduras,,"Verduras, hortalizas y derivados",100,g,27.2,2.76,2.04,0.87,https://www.bedca.net/bdpub/index.php
2571,Comino,Cereales y tuberculos,,Miscelánea,100,g,417.73,17.8,45.4,18.2,https://www.bedca.net/bdpub/index.php
2572,Complejo vitaminico,Cereales y tuberculos,,Miscelánea,100,g,564.35,20.15,18.78,45.93,https://www.bedca.net/bdpub/index.php
1162,"Conejo de granja, carne, cruda",Proteinas de origen animal,,Cárnicos y derivados,100,g,130.98,20.7,0.0,5.3,https://www.bedca.net/bdpub/index.php
964,"Conejo, entero, estofado",Cereales y tuberculos,,Cárnicos y derivados,100,g,194.56,29.0,0.0,8.68,https://www.bedca.net/bdpub/index.php
2332,Congrio,Proteinas de origen animal,,"Pescados, moluscos, reptiles, crustáceos y derivados",100,g,101.96,19.0,0.0,2.8,https://www.bedca.net/bdpub/index.php
966,"Corazón de cordero, crudo",Cereales y tuberculos,,Cárnicos y derivados,100,g,118.3,16.5,0.21,5.7,https://www.bedca.net/bdpub/index.php
970,"Corazón de pollo, crudo",Proteinas de origen animal,,Cárnicos y derivados,100,g,148.51,15.6,0.71,9.3,https://www.bedca.net/bdpub/index.php
2265,"Corazon de vaca, crudo",Cereales y tuberculos,,Cárnicos y derivados,100,g,104.45,17.0,0.0,4.0,https://www.bedca.net/bdpub/index.php
972,"Corazón, de cerdo, crudo",Proteinas de origen animal,,Cárnicos y derivados,100,g,114.48,17.3,1.3,4.4,https://www.bedca.net/bdpub/index.php
973,"Corazón, de vaca/buey, cocido",Cereales y tuberculos,,Cárnicos y derivados,100,g,163.46,27.9,0.0,5.67,https://www.bedca.net/bdpub/index.php
1024,"Corazón, de vaca/buey, crudo",Cereales y tuberculos,,Cárnicos y derivados,100,g,104.04,17.0,0.0,3.95,https://www.bedca.net/bdpub/index.php
2712,"Cordero lechal, costillar, asado",Cereales y tuberculos,,Cárnicos y derivados,100,g,233.71,21.63,0.0,16.49,https://www.bedca.net/bdpub/index.php
2688,"Cordero lechal, costillar, crudo",Cereales y tuberculos,,Cárnicos y derivados,100,g,191.2,18.46,0.0,13.14,https://www.bedca.net/bdpub/index.php
2689,"Cordero lechal, espalda, cruda",Cereales y tuberculos,,Cárnicos y derivados,100,g,188.72,19.46,0.0,12.4,https://www.bedca.net/bdpub/index.php
2690,"Cordero lechal, pierna, cruda",Cereales y tuberculos,,Cárnicos y derivados,100,g,186.92,19.19,0.0,12.32,https://www.bedca.net/bdpub/index.php
2713,"Cordero ligero, costillar, asado",Cereales y tuberculos,,Cárnicos y derivados,100,g,272.81,21.59,0.0,20.93,https://www.bedca.net/bdpub/index.php
2691,"Cordero ligero, costillar, crudo",Cereales y tuberculos,,Cárnicos y derivados,100,g,233.37,17.26,0.0,18.46,https://www.bedca.net/bdpub/index.php
2692,"Cordero ligero, espalda, cruda",Cereales y tuberculos,,Cárnicos y derivados,100,g,200.22,17.61,0.0,14.55,https://www.bedca.net/bdpub/index.php
2693,"Cordero ligero, pierna, cruda",Cereales y tuberculos,,Cárnicos y derivados,100,g,183.68,18.98,0.0,12.05,https://www.bedca.net/bdpub/index.php
2266,"Cordero, costilla, crudo",Cereales y tuberculos,,Cárnicos y derivados,100,g,241.13,15.6,0.0,20.1,https://www.bedca.net/bdpub/index.php
2267,"Cordero, parte sin especificar",Cereales y tuberculos,,Cárnicos y derivados,100,g,352.56,15.6,0.0,32.7,https://www.bedca.net/bdpub/index.php
974,"Cordero, pierna, con grasa, asada",Aceites y grasas,,Cárnicos y derivados,100,g,221.75,25.0,0.0,13.59,https://www.bedca.net/bdpub/index.php
2574,Corteza de trigo,Cereales y tuberculos,,Miscelánea,100,g,481.9,10.26,52.19,25.8,https://www.bedca.net/bdpub/index.php
2483,Crema catalana,Leche y lacteos,,Lácteos y derivados,100,g,103.58,3.7,15.48,2.9,https://www.bedca.net/bdpub/index.php
2188,Crema de almendras,Legumbres,,"Legumbres, semillas, frutos secos y derivados",100,g,377.99,4.6,59.7,13.2,https://www.bedca.net/bdpub/index.php
979,Crema de cacahuete,Legumbres,,"Legumbres, semillas, frutos secos y derivados",100,g,599.6,25.5,11.2,50.94,https://www.bedca.net/bdpub/index.php
783,Crema de chocolate con avellanas,Azucares y dulces,,"Azúcar, chocolate y derivados",100,g,541.38,5.4,56.02,33.0,https://www.bedca.net/bdpub/index.php
903,Crema de chocolate y nata,Azucares y dulces,,Miscelánea,100,g,86.14,3.9,9.9,3.4,https://www.bedca.net/bdpub/index.php
